Name	Topic	Year	Value	
APURE	Market Cap (MB.)	09 Jun 2017	2,721.47
APURE	Market Cap (MB.)	2016	2,357.33
APURE	Market Cap (MB.)	2015	1,446.98
APURE	Price (B./share)	09 Jun 2017	2.84
APURE	Price (B./share)	2016	2.46
APURE	Price (B./share)	2015	1.51
APURE	P/E (X)	09 Jun 2017	13.39
APURE	P/E (X)	2016	13.56
APURE	P/E (X)	2015	14.47
APURE	Dividend Yield (%)	09 Jun 2017	2.82
APURE	Dividend Yield (%)	2016	1.22
APURE	Dividend Yield (%)	2015	N/A
APX	Market Cap (MB.)	09 Jun 2017	1,439.93
APX	Market Cap (MB.)	2016	-
APX	Market Cap (MB.)	2015	-
APX	Price (B./share)	09 Jun 2017	0.48
APX	Price (B./share)	2016	0.76
APX	Price (B./share)	2015	0.76
APX	P/E (X)	09 Jun 2017	41.16
APX	P/E (X)	2016	-
APX	P/E (X)	2015	-
APX	Dividend Yield (%)	09 Jun 2017	N/A
APX	Dividend Yield (%)	2016	-
APX	Dividend Yield (%)	2015	-
AQ	Market Cap (MB.)	09 Jun 2017	-
AQ	Market Cap (MB.)	2016	-
AQ	Market Cap (MB.)	2015	2,788.27
AQ	Price (B./share)	09 Jun 2017	0.22
AQ	Price (B./share)	2016	0.22
AQ	Price (B./share)	2015	0.22
AQ	P/E (X)	09 Jun 2017	-
AQ	P/E (X)	2016	-
AQ	P/E (X)	2015	N/A
AQ	Dividend Yield (%)	09 Jun 2017	-
AQ	Dividend Yield (%)	2016	-
AQ	Dividend Yield (%)	2015	N/A
AQUA	Market Cap (MB.)	09 Jun 2017	3,398.82
AQUA	Market Cap (MB.)	2016	3,904.05
AQUA	Market Cap (MB.)	2015	3,306.96
AQUA	Price (B./share)	09 Jun 2017	0.74
AQUA	Price (B./share)	2016	0.85
AQUA	Price (B./share)	2015	0.72
AQUA	P/E (X)	09 Jun 2017	13.24
AQUA	P/E (X)	2016	13.62
AQUA	P/E (X)	2015	8.21
AQUA	Dividend Yield (%)	09 Jun 2017	1.35
AQUA	Dividend Yield (%)	2016	3.60
AQUA	Dividend Yield (%)	2015	2.42
ARIP	Market Cap (MB.)	09 Jun 2017	330.86
ARIP	Market Cap (MB.)	2016	349.50
ARIP	Market Cap (MB.)	2015	386.78
ARIP	Price (B./share)	09 Jun 2017	0.71
ARIP	Price (B./share)	2016	0.75
ARIP	Price (B./share)	2015	0.83
ARIP	P/E (X)	09 Jun 2017	144.54
ARIP	P/E (X)	2016	N/A
ARIP	P/E (X)	2015	N/A
ARIP	Dividend Yield (%)	09 Jun 2017	N/A
ARIP	Dividend Yield (%)	2016	N/A
ARIP	Dividend Yield (%)	2015	N/A
ARROW	Market Cap (MB.)	09 Jun 2017	3,934.58
ARROW	Market Cap (MB.)	2016	4,186.79
ARROW	Market Cap (MB.)	2015	3,288.95
ARROW	Price (B./share)	09 Jun 2017	15.60
ARROW	Price (B./share)	2016	16.60
ARROW	Price (B./share)	2015	13.10
ARROW	P/E (X)	09 Jun 2017	16.40
ARROW	P/E (X)	2016	16.21
ARROW	P/E (X)	2015	14.45
ARROW	Dividend Yield (%)	09 Jun 2017	3.85
ARROW	Dividend Yield (%)	2016	3.30
ARROW	Dividend Yield (%)	2015	2.07
AS	Market Cap (MB.)	09 Jun 2017	918.12
AS	Market Cap (MB.)	2016	1,180.45
AS	Market Cap (MB.)	2015	1,198.89
AS	Price (B./share)	09 Jun 2017	2.24
AS	Price (B./share)	2016	2.88
AS	Price (B./share)	2015	3.36
AS	P/E (X)	09 Jun 2017	N/A
AS	P/E (X)	2016	N/A
AS	P/E (X)	2015	N/A
AS	Dividend Yield (%)	09 Jun 2017	N/A
AS	Dividend Yield (%)	2016	N/A
AS	Dividend Yield (%)	2015	N/A
ASAP	Market Cap (MB.)	09 Jun 2017	3,696.00
ASAP	Price (B./share)	09 Jun 2017	5.60
ASAP	P/E (X)	09 Jun 2017	43.47
ASAP	Dividend Yield (%)	09 Jun 2017	N/A
ASEFA	Market Cap (MB.)	09 Jun 2017	4,015.00
ASEFA	Market Cap (MB.)	2016	4,180.00
ASEFA	Market Cap (MB.)	2015	3,080.00
ASEFA	Price (B./share)	09 Jun 2017	7.30
ASEFA	Price (B./share)	2016	7.60
ASEFA	Price (B./share)	2015	5.60
ASEFA	P/E (X)	09 Jun 2017	14.33
ASEFA	P/E (X)	2016	15.67
ASEFA	P/E (X)	2015	15.90
ASEFA	Dividend Yield (%)	09 Jun 2017	4.38
ASEFA	Dividend Yield (%)	2016	2.63
ASEFA	Dividend Yield (%)	2015	N/A
ASIA	Market Cap (MB.)	09 Jun 2017	2,336.00
ASIA	Market Cap (MB.)	2016	2,200.00
ASIA	Market Cap (MB.)	2015	2,664.00
ASIA	Price (B./share)	09 Jun 2017	73.00
ASIA	Price (B./share)	2016	68.75
ASIA	Price (B./share)	2015	83.25
ASIA	P/E (X)	09 Jun 2017	456.06
ASIA	P/E (X)	2016	18.24
ASIA	P/E (X)	2015	9.69
ASIA	Dividend Yield (%)	09 Jun 2017	1.16
ASIA	Dividend Yield (%)	2016	6.18
ASIA	Dividend Yield (%)	2015	3.90
ASIAN	Market Cap (MB.)	09 Jun 2017	3,907.66
ASIAN	Market Cap (MB.)	2016	1,628.19
ASIAN	Market Cap (MB.)	2015	1,447.28
ASIAN	Price (B./share)	09 Jun 2017	10.80
ASIAN	Price (B./share)	2016	4.50
ASIAN	Price (B./share)	2015	4.00
ASIAN	P/E (X)	09 Jun 2017	15.65
ASIAN	P/E (X)	2016	20.38
ASIAN	P/E (X)	2015	42.97
ASIAN	Dividend Yield (%)	09 Jun 2017	1.94
ASIAN	Dividend Yield (%)	2016	5.56
ASIAN	Dividend Yield (%)	2015	N/A
ASIMAR	Market Cap (MB.)	09 Jun 2017	671.56
ASIMAR	Market Cap (MB.)	2016	723.22
ASIMAR	Market Cap (MB.)	2015	878.19
ASIMAR	Price (B./share)	09 Jun 2017	2.60
ASIMAR	Price (B./share)	2016	2.80
ASIMAR	Price (B./share)	2015	3.40
ASIMAR	P/E (X)	09 Jun 2017	14.36
ASIMAR	P/E (X)	2016	41.86
ASIMAR	P/E (X)	2015	6.14
ASIMAR	Dividend Yield (%)	09 Jun 2017	4.62
ASIMAR	Dividend Yield (%)	2016	7.14
ASIMAR	Dividend Yield (%)	2015	3.53
ASK	Market Cap (MB.)	09 Jun 2017	7,776.89
ASK	Market Cap (MB.)	2016	8,128.79
ASK	Market Cap (MB.)	2015	6,897.15
ASK	Price (B./share)	09 Jun 2017	22.10
ASK	Price (B./share)	2016	23.10
ASK	Price (B./share)	2015	19.60
ASK	P/E (X)	09 Jun 2017	10.96
ASK	P/E (X)	2016	11.44
ASK	P/E (X)	2015	9.97
ASK	Dividend Yield (%)	09 Jun 2017	6.33
ASK	Dividend Yield (%)	2016	5.84
ASK	Dividend Yield (%)	2015	6.63
ASN	Market Cap (MB.)	09 Jun 2017	760.50
ASN	Market Cap (MB.)	2016	910.00
ASN	Price (B./share)	09 Jun 2017	5.85
ASN	Price (B./share)	2016	7.00
ASN	P/E (X)	09 Jun 2017	29.69
ASN	P/E (X)	2016	29.59
ASN	Dividend Yield (%)	09 Jun 2017	2.43
ASN	Dividend Yield (%)	2016	N/A
ASP	Market Cap (MB.)	09 Jun 2017	7,622.47
ASP	Market Cap (MB.)	2016	7,664.59
ASP	Market Cap (MB.)	2015	7,369.80
ASP	Price (B./share)	09 Jun 2017	3.62
ASP	Price (B./share)	2016	3.64
ASP	Price (B./share)	2015	3.50
ASP	P/E (X)	09 Jun 2017	9.37
ASP	P/E (X)	2016	11.61
ASP	P/E (X)	2015	11.92
ASP	Dividend Yield (%)	09 Jun 2017	8.27
ASP	Dividend Yield (%)	2016	6.59
ASP	Dividend Yield (%)	2015	9.14
ATP30	Market Cap (MB.)	09 Jun 2017	886.05
ATP30	Market Cap (MB.)	2016	783.20
ATP30	Market Cap (MB.)	2015	418.00
ATP30	Price (B./share)	09 Jun 2017	1.79
ATP30	Price (B./share)	2016	1.58
ATP30	Price (B./share)	2015	0.84
ATP30	P/E (X)	09 Jun 2017	43.15
ATP30	P/E (X)	2016	32.37
ATP30	P/E (X)	2015	57.09
ATP30	Dividend Yield (%)	09 Jun 2017	0.67
ATP30	Dividend Yield (%)	2016	1.24
ATP30	Dividend Yield (%)	2015	N/A
AU	Market Cap (MB.)	09 Jun 2017	7,136.71
AU	Market Cap (MB.)	2016	8,917.50
AU	Price (B./share)	09 Jun 2017	8.75
AU	Price (B./share)	2016	10.93
AU	P/E (X)	09 Jun 2017	75.58
AU	P/E (X)	2016	93.56
AU	Dividend Yield (%)	09 Jun 2017	0.08
AU	Dividend Yield (%)	2016	N/A
AUCT	Market Cap (MB.)	09 Jun 2017	4,262.50
AUCT	Market Cap (MB.)	2016	5,775.00
AUCT	Market Cap (MB.)	2015	5,885.00
AUCT	Price (B./share)	09 Jun 2017	7.75
AUCT	Price (B./share)	2016	10.50
AUCT	Price (B./share)	2015	10.70
AUCT	P/E (X)	09 Jun 2017	33.56
AUCT	P/E (X)	2016	43.63
AUCT	P/E (X)	2015	28.49
AUCT	Dividend Yield (%)	09 Jun 2017	2.84
AUCT	Dividend Yield (%)	2016	3.24
AUCT	Dividend Yield (%)	2015	3.18
AYUD	Market Cap (MB.)	09 Jun 2017	7,875.00
AYUD	Market Cap (MB.)	2016	8,250.00
AYUD	Market Cap (MB.)	2015	8,812.50
AYUD	Price (B./share)	09 Jun 2017	31.50
AYUD	Price (B./share)	2016	33.00
AYUD	Price (B./share)	2015	35.25
AYUD	P/E (X)	09 Jun 2017	15.26
AYUD	P/E (X)	2016	13.92
AYUD	P/E (X)	2015	10.85
AYUD	Dividend Yield (%)	09 Jun 2017	6.35
AYUD	Dividend Yield (%)	2016	6.06
AYUD	Dividend Yield (%)	2015	7.09
BA	Market Cap (MB.)	09 Jun 2017	39,270.00
BA	Market Cap (MB.)	2016	47,670.00
BA	Market Cap (MB.)	2015	48,510.00
BA	Price (B./share)	09 Jun 2017	18.70
BA	Price (B./share)	2016	22.70
BA	Price (B./share)	2015	23.10
BA	P/E (X)	09 Jun 2017	51.41
BA	P/E (X)	2016	22.23
BA	P/E (X)	2015	24.81
BA	Dividend Yield (%)	09 Jun 2017	4.01
BA	Dividend Yield (%)	2016	3.08
BA	Dividend Yield (%)	2015	0.87
BAFS	Market Cap (MB.)	09 Jun 2017	24,862.35
BAFS	Market Cap (MB.)	2016	23,109.24
BAFS	Market Cap (MB.)	2015	18,646.76
BAFS	Price (B./share)	09 Jun 2017	39.00
BAFS	Price (B./share)	2016	36.25
BAFS	Price (B./share)	2015	29.25
BAFS	P/E (X)	09 Jun 2017	23.55
BAFS	P/E (X)	2016	22.07
BAFS	P/E (X)	2015	19.75
BAFS	Dividend Yield (%)	09 Jun 2017	3.85
BAFS	Dividend Yield (%)	2016	3.03
BAFS	Dividend Yield (%)	2015	2.32
BANPU	Market Cap (MB.)	09 Jun 2017	90,333.70
BANPU	Market Cap (MB.)	2016	94,793.66
BANPU	Market Cap (MB.)	2015	41,310.06
BANPU	Price (B./share)	09 Jun 2017	17.50
BANPU	Price (B./share)	2016	19.20
BANPU	Price (B./share)	2015	12.08
BANPU	P/E (X)	09 Jun 2017	26.87
BANPU	P/E (X)	2016	N/A
BANPU	P/E (X)	2015	4,980.12
BANPU	Dividend Yield (%)	09 Jun 2017	2.49
BANPU	Dividend Yield (%)	2016	2.72
BANPU	Dividend Yield (%)	2015	7.50
BAT-3K	Market Cap (MB.)	09 Jun 2017	3,470.00
BAT-3K	Market Cap (MB.)	2016	2,670.00
BAT-3K	Market Cap (MB.)	2015	1,425.00
BAT-3K	Price (B./share)	09 Jun 2017	173.50
BAT-3K	Price (B./share)	2016	133.50
BAT-3K	Price (B./share)	2015	71.25
BAT-3K	P/E (X)	09 Jun 2017	27.38
BAT-3K	P/E (X)	2016	12.06
BAT-3K	P/E (X)	2015	7.89
BAT-3K	Dividend Yield (%)	09 Jun 2017	1.73
BAT-3K	Dividend Yield (%)	2016	2.25
BAT-3K	Dividend Yield (%)	2015	4.21
BAY	Market Cap (MB.)	09 Jun 2017	268,485.30
BAY	Market Cap (MB.)	2016	294,230.47
BAY	Market Cap (MB.)	2015	218,833.91
BAY	Price (B./share)	09 Jun 2017	36.50
BAY	Price (B./share)	2016	40.00
BAY	Price (B./share)	2015	29.75
BAY	P/E (X)	09 Jun 2017	12.26
BAY	P/E (X)	2016	13.78
BAY	P/E (X)	2015	12.53
BAY	Dividend Yield (%)	09 Jun 2017	2.33
BAY	Dividend Yield (%)	2016	2.00
BAY	Dividend Yield (%)	2015	2.45
BBL	Market Cap (MB.)	09 Jun 2017	341,682.88
BBL	Market Cap (MB.)	2016	304,460.44
BBL	Market Cap (MB.)	2015	291,098.54
BBL	Price (B./share)	09 Jun 2017	179.00
BBL	Price (B./share)	2016	159.50
BBL	Price (B./share)	2015	152.50
BBL	P/E (X)	09 Jun 2017	10.74
BBL	P/E (X)	2016	9.75
BBL	P/E (X)	2015	8.26
BBL	Dividend Yield (%)	09 Jun 2017	3.63
BBL	Dividend Yield (%)	2016	4.08
BBL	Dividend Yield (%)	2015	4.26
BCH	Market Cap (MB.)	09 Jun 2017	33,914.97
BCH	Market Cap (MB.)	2016	36,907.47
BCH	Market Cap (MB.)	2015	22,568.42
BCH	Price (B./share)	09 Jun 2017	13.60
BCH	Price (B./share)	2016	14.80
BCH	Price (B./share)	2015	9.05
BCH	P/E (X)	09 Jun 2017	44.50
BCH	P/E (X)	2016	49.48
BCH	P/E (X)	2015	46.96
BCH	Dividend Yield (%)	09 Jun 2017	1.25
BCH	Dividend Yield (%)	2016	0.81
BCH	Dividend Yield (%)	2015	1.33
BCP	Market Cap (MB.)	09 Jun 2017	46,126.93
BCP	Market Cap (MB.)	2016	46,126.93
BCP	Market Cap (MB.)	2015	45,438.46
BCP	Price (B./share)	09 Jun 2017	33.50
BCP	Price (B./share)	2016	33.50
BCP	Price (B./share)	2015	33.00
BCP	P/E (X)	09 Jun 2017	6.77
BCP	P/E (X)	2016	13.07
BCP	P/E (X)	2015	25.62
BCP	Dividend Yield (%)	09 Jun 2017	5.37
BCP	Dividend Yield (%)	2016	5.97
BCP	Dividend Yield (%)	2015	3.03
BCPG	Market Cap (MB.)	09 Jun 2017	29,670.86
BCPG	Market Cap (MB.)	2016	27,860.00
BCPG	Price (B./share)	09 Jun 2017	14.90
BCPG	Price (B./share)	2016	14.00
BCPG	P/E (X)	09 Jun 2017	21.46
BCPG	P/E (X)	2016	16.10
BCPG	Dividend Yield (%)	09 Jun 2017	4.63
BCPG	Dividend Yield (%)	2016	N/A
BDMS	Market Cap (MB.)	09 Jun 2017	297,426.37
BDMS	Market Cap (MB.)	2016	357,841.10
BDMS	Market Cap (MB.)	2015	345,448.33
BDMS	Price (B./share)	09 Jun 2017	19.20
BDMS	Price (B./share)	2016	23.10
BDMS	Price (B./share)	2015	22.30
BDMS	P/E (X)	09 Jun 2017	37.39
BDMS	P/E (X)	2016	42.30
BDMS	P/E (X)	2015	44.53
BDMS	Dividend Yield (%)	09 Jun 2017	1.51
BDMS	Dividend Yield (%)	2016	1.13
BDMS	Dividend Yield (%)	2015	1.03
BEAUTY	Market Cap (MB.)	09 Jun 2017	33,610.81
BEAUTY	Market Cap (MB.)	2016	35,100.00
BEAUTY	Market Cap (MB.)	2015	17,250.00
BEAUTY	Price (B./share)	09 Jun 2017	11.20
BEAUTY	Price (B./share)	2016	11.70
BEAUTY	Price (B./share)	2015	5.75
BEAUTY	P/E (X)	09 Jun 2017	46.27
BEAUTY	P/E (X)	2016	57.62
BEAUTY	P/E (X)	2015	45.85
BEAUTY	Dividend Yield (%)	09 Jun 2017	1.95
BEAUTY	Dividend Yield (%)	2016	1.14
BEAUTY	Dividend Yield (%)	2015	1.72
BEC	Market Cap (MB.)	09 Jun 2017	41,200.00
BEC	Market Cap (MB.)	2016	33,200.00
BEC	Market Cap (MB.)	2015	61,000.00
BEC	Price (B./share)	09 Jun 2017	20.60
BEC	Price (B./share)	2016	16.60
BEC	Price (B./share)	2015	30.50
BEC	P/E (X)	09 Jun 2017	46.11
BEC	P/E (X)	2016	16.92
BEC	P/E (X)	2015	18.41
BEC	Dividend Yield (%)	09 Jun 2017	2.91
BEC	Dividend Yield (%)	2016	8.43
BEC	Dividend Yield (%)	2015	6.56
BEM	Market Cap (MB.)	09 Jun 2017	110,052.00
BEM	Market Cap (MB.)	2016	113,873.25
BEM	Price (B./share)	09 Jun 2017	7.20
BEM	Price (B./share)	2016	7.45
BEM	P/E (X)	09 Jun 2017	42.23
BEM	P/E (X)	2016	37.91
BEM	Dividend Yield (%)	09 Jun 2017	1.53
BEM	Dividend Yield (%)	2016	0.94
BFIT	Market Cap (MB.)	09 Jun 2017	4,052.99
BFIT	Market Cap (MB.)	2016	2,560.00
BFIT	Market Cap (MB.)	2015	1,240.00
BFIT	Price (B./share)	09 Jun 2017	19.30
BFIT	Price (B./share)	2016	12.19
BFIT	Price (B./share)	2015	5.90
BFIT	P/E (X)	09 Jun 2017	30.39
BFIT	P/E (X)	2016	21.77
BFIT	P/E (X)	2015	13.29
BFIT	Dividend Yield (%)	09 Jun 2017	0.15
BFIT	Dividend Yield (%)	2016	2.73
BFIT	Dividend Yield (%)	2015	5.65
BGT	Market Cap (MB.)	09 Jun 2017	686.44
BGT	Market Cap (MB.)	2016	628.63
BGT	Market Cap (MB.)	2015	400.36
BGT	Price (B./share)	09 Jun 2017	1.90
BGT	Price (B./share)	2016	1.74
BGT	Price (B./share)	2015	1.11
BGT	P/E (X)	09 Jun 2017	17.40
BGT	P/E (X)	2016	16.51
BGT	P/E (X)	2015	30.84
BGT	Dividend Yield (%)	09 Jun 2017	0.63
BGT	Dividend Yield (%)	2016	N/A
BGT	Dividend Yield (%)	2015	N/A
BH	Market Cap (MB.)	09 Jun 2017	128,249.24
BH	Market Cap (MB.)	2016	131,884.85
BH	Market Cap (MB.)	2015	153,739.99
BH	Price (B./share)	09 Jun 2017	176.00
BH	Price (B./share)	2016	181.00
BH	Price (B./share)	2015	211.00
BH	P/E (X)	09 Jun 2017	35.17
BH	P/E (X)	2016	37.01
BH	P/E (X)	2015	45.91
BH	Dividend Yield (%)	09 Jun 2017	1.42
BH	Dividend Yield (%)	2016	1.30
BH	Dividend Yield (%)	2015	0.92
BIG	Market Cap (MB.)	09 Jun 2017	17,820.84
BIG	Market Cap (MB.)	2016	18,703.06
BIG	Market Cap (MB.)	2015	5,469.76
BIG	Price (B./share)	09 Jun 2017	5.05
BIG	Price (B./share)	2016	5.30
BIG	Price (B./share)	2015	1.55
BIG	P/E (X)	09 Jun 2017	20.94
BIG	P/E (X)	2016	25.12
BIG	P/E (X)	2015	14.97
BIG	Dividend Yield (%)	09 Jun 2017	2.77
BIG	Dividend Yield (%)	2016	1.13
BIG	Dividend Yield (%)	2015	N/A
BIGC	Market Cap (MB.)	09 Jun 2017	183,150.00
BIGC	Market Cap (MB.)	2016	173,250.00
BIGC	Market Cap (MB.)	2015	166,650.00
BIGC	Price (B./share)	09 Jun 2017	222.00
BIGC	Price (B./share)	2016	210.00
BIGC	Price (B./share)	2015	202.00
BIGC	P/E (X)	09 Jun 2017	28.29
BIGC	P/E (X)	2016	23.37
BIGC	P/E (X)	2015	22.89
BIGC	Dividend Yield (%)	09 Jun 2017	0.86
BIGC	Dividend Yield (%)	2016	1.25
BIGC	Dividend Yield (%)	2015	1.30
BIZ	Market Cap (MB.)	09 Jun 2017	1,808.00
BIZ	Market Cap (MB.)	2016	1,944.00
BIZ	Price (B./share)	09 Jun 2017	4.52
BIZ	Price (B./share)	2016	4.86
BIZ	P/E (X)	09 Jun 2017	24.44
BIZ	P/E (X)	2016	20.87
BIZ	Dividend Yield (%)	09 Jun 2017	2.21
BIZ	Dividend Yield (%)	2016	N/A
BJC	Market Cap (MB.)	09 Jun 2017	183,625.42
BJC	Market Cap (MB.)	2016	200,473.60
BJC	Market Cap (MB.)	2015	55,727.74
BJC	Price (B./share)	09 Jun 2017	46.00
BJC	Price (B./share)	2016	50.25
BJC	Price (B./share)	2015	31.88
BJC	P/E (X)	09 Jun 2017	41.35
BJC	P/E (X)	2016	57.84
BJC	P/E (X)	2015	20.93
BJC	Dividend Yield (%)	09 Jun 2017	1.09
BJC	Dividend Yield (%)	2016	0.67
BJC	Dividend Yield (%)	2015	1.71
BJCHI	Market Cap (MB.)	09 Jun 2017	6,592.00
BJCHI	Market Cap (MB.)	2016	8,160.00
BJCHI	Market Cap (MB.)	2015	8,720.00
BJCHI	Price (B./share)	09 Jun 2017	4.12
BJCHI	Price (B./share)	2016	5.10
BJCHI	Price (B./share)	2015	5.45
BJCHI	P/E (X)	09 Jun 2017	N/A
BJCHI	P/E (X)	2016	9.15
BJCHI	P/E (X)	2015	7.87
BJCHI	Dividend Yield (%)	09 Jun 2017	6.07
BJCHI	Dividend Yield (%)	2016	9.81
BJCHI	Dividend Yield (%)	2015	3.67
BKD	Market Cap (MB.)	09 Jun 2017	3,392.56
BKD	Market Cap (MB.)	2016	3,057.25
BKD	Market Cap (MB.)	2015	3,057.57
BKD	Price (B./share)	09 Jun 2017	3.44
BKD	Price (B./share)	2016	3.10
BKD	Price (B./share)	2015	3.64
BKD	P/E (X)	09 Jun 2017	24.54
BKD	P/E (X)	2016	34.28
BKD	P/E (X)	2015	21.34
BKD	Dividend Yield (%)	09 Jun 2017	2.03
BKD	Dividend Yield (%)	2016	3.57
BKD	Dividend Yield (%)	2015	0.27
BKI	Market Cap (MB.)	09 Jun 2017	37,690.38
BKI	Market Cap (MB.)	2016	36,625.68
BKI	Market Cap (MB.)	2015	38,222.73
BKI	Price (B./share)	09 Jun 2017	354.00
BKI	Price (B./share)	2016	344.00
BKI	Price (B./share)	2015	359.00
BKI	P/E (X)	09 Jun 2017	15.36
BKI	P/E (X)	2016	14.40
BKI	P/E (X)	2015	16.92
BKI	Dividend Yield (%)	09 Jun 2017	3.95
BKI	Dividend Yield (%)	2016	3.49
BKI	Dividend Yield (%)	2015	3.12
BKKCP	Market Cap (MB.)	09 Jun 2017	1,040.00
BKKCP	Market Cap (MB.)	2016	1,020.00
BKKCP	Market Cap (MB.)	2015	950.00
BKKCP	Price (B./share)	09 Jun 2017	10.40
BKKCP	Price (B./share)	2016	10.20
BKKCP	Price (B./share)	2015	9.50
BKKCP	P/E (X)	09 Jun 2017	-
BKKCP	P/E (X)	2016	-
BKKCP	P/E (X)	2015	-
BKKCP	Dividend Yield (%)	09 Jun 2017	6.15
BKKCP	Dividend Yield (%)	2016	6.15
BKKCP	Dividend Yield (%)	2015	6.08
BLA	Market Cap (MB.)	09 Jun 2017	77,694.25
BLA	Market Cap (MB.)	2016	90,415.51
BLA	Market Cap (MB.)	2015	94,561.50
BLA	Price (B./share)	09 Jun 2017	45.50
BLA	Price (B./share)	2016	53.00
BLA	Price (B./share)	2015	55.50
BLA	P/E (X)	09 Jun 2017	6.01
BLA	P/E (X)	2016	16.74
BLA	P/E (X)	2015	23.06
BLA	Dividend Yield (%)	09 Jun 2017	1.65
BLA	Dividend Yield (%)	2016	1.21
BLA	Dividend Yield (%)	2015	0.89
BLAND	Market Cap (MB.)	09 Jun 2017	39,052.06
BLAND	Market Cap (MB.)	2016	35,539.44
BLAND	Market Cap (MB.)	2015	29,753.94
BLAND	Price (B./share)	09 Jun 2017	1.89
BLAND	Price (B./share)	2016	1.72
BLAND	Price (B./share)	2015	1.44
BLAND	P/E (X)	09 Jun 2017	19.01
BLAND	P/E (X)	2016	35.44
BLAND	P/E (X)	2015	5.89
BLAND	Dividend Yield (%)	09 Jun 2017	4.23
BLAND	Dividend Yield (%)	2016	4.26
BLAND	Dividend Yield (%)	2015	6.27
BLISS	Market Cap (MB.)	09 Jun 2017	-
BLISS	Market Cap (MB.)	2016	-
BLISS	Market Cap (MB.)	2015	-
BLISS	Price (B./share)	09 Jun 2017	0.02
BLISS	Price (B./share)	2016	0.02
BLISS	Price (B./share)	2015	0.02
BLISS	P/E (X)	09 Jun 2017	-
BLISS	P/E (X)	2016	-
BLISS	P/E (X)	2015	-
BLISS	Dividend Yield (%)	09 Jun 2017	-
BLISS	Dividend Yield (%)	2016	-
BLISS	Dividend Yield (%)	2015	-
BM	Market Cap (MB.)	09 Jun 2017	1,504.00
BM	Market Cap (MB.)	2016	1,424.00
BM	Price (B./share)	09 Jun 2017	3.76
BM	Price (B./share)	2016	3.56
BM	P/E (X)	09 Jun 2017	27.88
BM	P/E (X)	2016	22.42
BM	Dividend Yield (%)	09 Jun 2017	4.79
BM	Dividend Yield (%)	2016	N/A
BOL	Market Cap (MB.)	09 Jun 2017	1,487.08
BOL	Market Cap (MB.)	2016	1,351.89
BOL	Market Cap (MB.)	2015	1,397.43
BOL	Price (B./share)	09 Jun 2017	1.87
BOL	Price (B./share)	2016	1.70
BOL	Price (B./share)	2015	1.76
BOL	P/E (X)	09 Jun 2017	20.04
BOL	P/E (X)	2016	19.92
BOL	P/E (X)	2015	20.19
BOL	Dividend Yield (%)	09 Jun 2017	3.74
BOL	Dividend Yield (%)	2016	3.52
BOL	Dividend Yield (%)	2015	2.82
BPP	Market Cap (MB.)	09 Jun 2017	80,710.84
BPP	Market Cap (MB.)	2016	74,314.88
BPP	Price (B./share)	09 Jun 2017	26.50
BPP	Price (B./share)	2016	24.40
BPP	P/E (X)	09 Jun 2017	20.36
BPP	P/E (X)	2016	18.04
BPP	Dividend Yield (%)	09 Jun 2017	0.94
BPP	Dividend Yield (%)	2016	N/A
BR	Market Cap (MB.)	09 Jun 2017	6,302.78
BR	Market Cap (MB.)	2016	5,846.06
BR	Market Cap (MB.)	2015	5,389.33
BR	Price (B./share)	09 Jun 2017	6.90
BR	Price (B./share)	2016	6.40
BR	Price (B./share)	2015	5.90
BR	P/E (X)	09 Jun 2017	29.75
BR	P/E (X)	2016	23.89
BR	P/E (X)	2015	9.66
BR	Dividend Yield (%)	09 Jun 2017	2.90
BR	Dividend Yield (%)	2016	7.81
BR	Dividend Yield (%)	2015	N/A
BRC	Market Cap (MB.)	09 Jun 2017	-
BRC	Market Cap (MB.)	2016	-
BRC	Market Cap (MB.)	2015	-
BRC	Price (B./share)	09 Jun 2017	2.48
BRC	Price (B./share)	2016	2.48
BRC	Price (B./share)	2015	2.48
BRC	P/E (X)	09 Jun 2017	-
BRC	P/E (X)	2016	-
BRC	P/E (X)	2015	-
BRC	Dividend Yield (%)	09 Jun 2017	-
BRC	Dividend Yield (%)	2016	-
BRC	Dividend Yield (%)	2015	-
BROCK	Market Cap (MB.)	09 Jun 2017	2,644.50
BROCK	Market Cap (MB.)	2016	2,316.50
BROCK	Market Cap (MB.)	2015	2,788.00
BROCK	Price (B./share)	09 Jun 2017	2.58
BROCK	Price (B./share)	2016	2.26
BROCK	Price (B./share)	2015	2.72
BROCK	P/E (X)	09 Jun 2017	445.41
BROCK	P/E (X)	2016	N/A
BROCK	P/E (X)	2015	279.22
BROCK	Dividend Yield (%)	09 Jun 2017	N/A
BROCK	Dividend Yield (%)	2016	0.88
BROCK	Dividend Yield (%)	2015	N/A
BROOK	Market Cap (MB.)	09 Jun 2017	4,510.08
BROOK	Market Cap (MB.)	2016	4,510.08
BROOK	Market Cap (MB.)	2015	2,852.92
BROOK	Price (B./share)	09 Jun 2017	0.80
BROOK	Price (B./share)	2016	0.80
BROOK	Price (B./share)	2015	0.60
BROOK	P/E (X)	09 Jun 2017	5.10
BROOK	P/E (X)	2016	12.47
BROOK	P/E (X)	2015	3.65
BROOK	Dividend Yield (%)	09 Jun 2017	8.75
BROOK	Dividend Yield (%)	2016	7.38
BROOK	Dividend Yield (%)	2015	3.13
BRR	Market Cap (MB.)	09 Jun 2017	10,232.46
